,subj,rating,zScored_ratings,rt,raw_image_name,sliderStart,trial,block,image,pair,sourceImageA,sourceImageB,morphPercent,imageInd
827,46vpz,0.948,0.12396985360704946,16.59,images/experiment/pair_92_64_out_tensor(0.5000).png,8.0,206,2,92_64_0.5,92_64_,92,64,0.5,44
227,46vpz,0.962,0.3567912859910191,23.92,images/experiment/pair_64_41_out_tensor(0.3333).png,197.0,207,2,64_41_0.33,64_41_,64,41,0.33,34
5427,46vpz,0.914,-0.44145362503973395,12.43,images/experiment/pair_5_92_out_tensor(0.6667).png,186.0,208,2,5_92_0.67,5_92_,5,92,0.67,15
3227,46vpz,0.98,0.6561331276275515,17.01,images/experiment/41_start.png,222.0,209,2,41,41,41,,,2
5227,46vpz,1.0,0.9887351738903652,12.66,images/experiment/pair_37_101_out_tensor(0.3333).png,445.0,210,2,37_101_0.33,37_101_,37,101,0.33,31
9227,46vpz,0.936,-0.07559137415063881,13.56,images/experiment/pair_37_64_out_tensor(0.6667).png,71.0,211,2,37_64_0.67,37_64_,37,64,0.67,27
10627,46vpz,0.914,-0.44145362503973395,16.1,images/experiment/pair_37_92_out_tensor(0.3333).png,247.0,212,2,37_92_0.33,37_92_,37,92,0.33,28
7227,46vpz,0.954,0.22375046748589358,14.16,images/experiment/pair_5_101_out_tensor(0.6667).png,292.0,213,2,5_101_0.67,5_101_,5,101,0.67,18
3827,46vpz,0.998,0.9554749692640839,17.01,images/experiment/pair_92_57_out_tensor(0.5000).png,30.0,214,2,92_57_0.5,92_57_,92,57,0.5,41
3027,46vpz,0.98,0.6561331276275515,13.21,images/experiment/pair_5_41_out_tensor(0.6667).png,415.0,215,2,5_41_0.67,5_41_,5,41,0.67,9
7427,46vpz,1.0,0.9887351738903652,15.85,images/experiment/pair_37_57_out_tensor(0.5000).png,41.0,216,2,37_57_0.5,37_57_,37,57,0.5,23
6627,46vpz,1.0,0.9887351738903652,16.16,images/experiment/pair_37_101_out_tensor(0.6667).png,380.0,217,2,37_101_0.67,37_101_,37,101,0.67,33
8627,46vpz,1.0,0.9887351738903652,15.05,images/experiment/pair_37_41_out_tensor(0.6667).png,171.0,218,2,37_41_0.67,37_41_,37,41,0.67,21
6827,46vpz,1.0,0.9887351738903652,22.16,images/experiment/pair_101_64_out_tensor(0.3333).png,229.0,219,2,101_64_0.33,101_64_,101,64,0.33,49
1227,46vpz,0.996,0.9222147646378025,36.46,images/experiment/pair_5_64_out_tensor(0.3333).png,166.0,220,2,5_64_0.33,5_64_,5,64,0.33,10
8427,46vpz,0.998,0.9554749692640839,29.04,images/experiment/pair_101_92_out_tensor(0.5000).png,227.0,221,2,101_92_0.5,101_92_,101,92,0.5,53
10027,46vpz,1.0,0.9887351738903652,18.2,images/experiment/pair_92_57_out_tensor(0.3333).png,106.0,222,2,92_57_0.33,92_57_,92,57,0.33,40
4627,46vpz,0.996,0.9222147646378025,17.52,images/experiment/pair_101_57_out_tensor(0.6667).png,203.0,223,2,101_57_0.67,101_57_,101,57,0.67,48
1027,46vpz,1.0,0.9887351738903652,18.22,images/experiment/pair_5_101_out_tensor(0.3333).png,265.0,224,2,5_101_0.33,5_101_,5,101,0.33,16
2227,46vpz,1.0,0.9887351738903652,80.69,images/experiment/pair_5_64_out_tensor(0.5000).png,234.0,225,2,5_64_0.5,5_64_,5,64,0.5,11
6227,46vpz,1.0,0.9887351738903652,52.82,images/experiment/pair_37_41_out_tensor(0.5000).png,370.0,226,2,37_41_0.5,37_41_,37,41,0.5,20
10827,46vpz,0.992,0.8556943553852397,14.77,images/experiment/pair_101_57_out_tensor(0.5000).png,39.0,227,2,101_57_0.5,101_57_,101,57,0.5,47
2027,46vpz,0.978,0.6228729230012702,18.53,images/experiment/pair_92_64_out_tensor(0.6667).png,488.0,228,2,92_64_0.67,92_64_,92,64,0.67,45
9827,46vpz,0.986,0.7559137415063957,17.71,images/experiment/pair_5_64_out_tensor(0.6667).png,467.0,229,2,5_64_0.67,5_64_,5,64,0.67,12
4827,46vpz,0.99,0.8224341507589584,27.17,images/experiment/pair_101_64_out_tensor(0.5000).png,232.0,230,2,101_64_0.5,101_64_,101,64,0.5,50
8027,46vpz,1.0,0.9887351738903652,22.27,images/experiment/pair_37_101_out_tensor(0.5000).png,139.0,231,2,37_101_0.5,37_101_,37,101,0.5,32
1827,46vpz,1.0,0.9887351738903652,19.33,images/experiment/pair_101_92_out_tensor(0.6667).png,300.0,232,2,101_92_0.67,101_92_,101,92,0.67,54
9027,46vpz,1.0,0.9887351738903652,13.48,images/experiment/pair_5_92_out_tensor(0.5000).png,244.0,233,2,5_92_0.5,5_92_,5,92,0.5,14
6027,46vpz,1.0,0.9887351738903652,35.38,images/experiment/pair_37_92_out_tensor(0.5000).png,133.0,234,2,37_92_0.5,37_92_,37,92,0.5,29
3427,46vpz,0.966,0.42331169524358186,15.97,images/experiment/pair_5_41_out_tensor(0.3333).png,196.0,235,2,5_41_0.33,5_41_,5,41,0.33,7
1427,46vpz,0.98,0.6561331276275515,19.14,images/experiment/pair_37_64_out_tensor(0.3333).png,91.0,236,2,37_64_0.33,37_64_,37,64,0.33,25
1627,46vpz,1.0,0.9887351738903652,17.39,images/experiment/pair_37_57_out_tensor(0.6667).png,35.0,237,2,37_57_0.67,37_57_,37,57,0.67,24
8227,46vpz,0.998,0.9554749692640839,20.41,images/experiment/57_start.png,87.0,238,2,57,57,57,,,3
627,46vpz,0.98,0.6561331276275515,24.81,images/experiment/pair_5_92_out_tensor(0.3333).png,334.0,239,2,5_92_0.33,5_92_,5,92,0.33,13
4427,46vpz,0.998,0.9554749692640839,18.13,images/experiment/pair_5_101_out_tensor(0.5000).png,384.0,240,2,5_101_0.5,5_101_,5,101,0.5,17
9627,46vpz,0.986,0.7559137415063957,16.49,images/experiment/pair_101_92_out_tensor(0.3333).png,195.0,241,2,101_92_0.33,101_92_,101,92,0.33,52
4227,46vpz,0.99,0.8224341507589584,15.61,images/experiment/pair_92_64_out_tensor(0.3333).png,468.0,242,2,92_64_0.33,92_64_,92,64,0.33,43
10227,46vpz,1.0,0.9887351738903652,22.26,images/experiment/101_start.png,442.0,243,2,101,101,101,,,6
5027,46vpz,0.992,0.8556943553852397,18.08,images/experiment/pair_64_57_out_tensor(0.6667).png,272.0,244,2,64_57_0.67,64_57_,64,57,0.67,39
10427,46vpz,1.0,0.9887351738903652,20.65,images/experiment/pair_37_41_out_tensor(0.3333).png,173.0,245,2,37_41_0.33,37_41_,37,41,0.33,19
2427,46vpz,0.978,0.6228729230012702,20.79,images/experiment/pair_101_57_out_tensor(0.3333).png,360.0,246,2,101_57_0.33,101_57_,101,57,0.33,46
4027,46vpz,1.0,0.9887351738903652,21.73,images/experiment/pair_101_64_out_tensor(0.6667).png,88.0,247,2,101_64_0.67,101_64_,101,64,0.67,51
27,46vpz,1.0,0.9887351738903652,16.69,images/experiment/64_start.png,383.0,248,2,64,64,64,,,4
7827,46vpz,0.984,0.7226535368801142,21.56,images/experiment/pair_5_41_out_tensor(0.5000).png,322.0,249,2,5_41_0.5,5_41_,5,41,0.5,8
5627,46vpz,0.984,0.7226535368801142,219.71,images/experiment/pair_92_57_out_tensor(0.6667).png,93.0,250,2,92_57_0.67,92_57_,92,57,0.67,42
5934,520tj,0.932,1.2743586484921858,76.5260000000149,images/experiment/pair_64_57_out_tensor(0.5000).png,362.0,5,1,64_57_0.5,64_57_,64,57,0.5,38
10734,520tj,0.472,-0.20514180152856945,103.38199999999257,images/experiment/pair_37_92_out_tensor(0.3333).png,304.0,6,1,37_92_0.33,37_92_,37,92,0.33,28
8534,520tj,0.56,0.07789306717105329,59.971000000014904,images/experiment/pair_101_92_out_tensor(0.5000).png,481.0,7,1,101_92_0.5,101_92_,101,92,0.5,53
2934,520tj,0.908,1.197167320665016,38.6189999999851,images/experiment/pair_64_57_out_tensor(0.3333).png,372.0,8,1,64_57_0.33,64_57_,64,57,0.33,37
1934,520tj,0.708,0.5539062554386006,50.1889999999851,images/experiment/pair_101_92_out_tensor(0.6667).png,447.0,9,1,101_92_0.67,101_92_,101,92,0.67,54
8934,520tj,0.28,-0.8226724241459281,39.19599999997765,images/experiment/37_start.png,480.0,10,1,37,37,37,,,1
9734,520tj,0.92,1.235762984578601,34.1579999999702,images/experiment/pair_101_92_out_tensor(0.3333).png,383.0,11,1,101_92_0.33,101_92_,101,92,0.33,52
10534,520tj,0.83,0.946295505226714,35.189000000022354,images/experiment/pair_37_41_out_tensor(0.3333).png,171.0,12,1,37_41_0.33,37_41_,37,41,0.33,19
6534,520tj,0.446,-0.2887657400080034,58.85800000000745,images/experiment/pair_64_41_out_tensor(0.5000).png,272.0,13,1,64_41_0.5,64_41_,64,41,0.5,35
6734,520tj,0.54,0.013566960648411761,37.513999999985096,images/experiment/pair_37_101_out_tensor(0.6667).png,443.0,14,1,37_101_0.67,37_101_,37,101,0.67,33
3534,520tj,0.984,1.4416065254510537,35.2889999999851,images/experiment/pair_5_41_out_tensor(0.3333).png,81.0,15,1,5_41_0.33,5_41_,5,41,0.33,7
934,520tj,0.9,1.1714368780559594,53.3879999999702,images/experiment/pair_92_64_out_tensor(0.5000).png,186.0,16,1,92_64_0.5,92_64_,92,64,0.5,44
8134,520tj,0.996,1.4802021893646387,31.86400000002235,images/experiment/pair_37_101_out_tensor(0.5000).png,207.0,17,1,37_101_0.5,37_101_,37,101,0.5,32
2534,520tj,0.962,1.3708478082761482,29.7510000000149,images/experiment/pair_101_57_out_tensor(0.3333).png,76.0,18,1,101_57_0.33,101_57_,101,57,0.33,46
3334,520tj,0.092,-1.4273378254587585,31.215,images/experiment/41_start.png,492.0,19,1,41,41,41,,,2
5134,520tj,0.364,-0.5525027767508337,41.90400000002235,images/experiment/pair_64_57_out_tensor(0.6667).png,143.0,20,1,64_57_0.67,64_57_,64,57,0.67,39
9534,520tj,0.224,-1.0027855224093245,37.08699999999255,images/experiment/pair_37_92_out_tensor(0.6667).png,208.0,21,1,37_92_0.67,37_92_,37,92,0.67,30
9134,520tj,0.056,-1.5431248171995133,31.97800000000745,images/experiment/pair_5_92_out_tensor(0.5000).png,445.0,22,1,5_92_0.5,5_92_,5,92,0.5,14
7334,520tj,0.256,-0.899863751973098,33.5079999999702,images/experiment/pair_5_101_out_tensor(0.6667).png,346.0,23,1,5_101_0.67,5_101_,5,101,0.67,18
9334,520tj,0.334,-0.648991936534796,40.95599999997765,images/experiment/pair_37_64_out_tensor(0.6667).png,335.0,24,1,37_64_0.67,37_64_,37,64,0.67,27
4134,520tj,0.062,-1.5238269852427209,35.84300000000745,images/experiment/pair_101_64_out_tensor(0.6667).png,321.0,25,1,101_64_0.67,101_64_,101,64,0.67,51
134,520tj,0.004,-1.7103726941583812,27.5189999999851,images/experiment/64_start.png,449.0,26,1,64,64,64,,,4
534,520tj,0.68,0.4638497063069025,32.3660000000149,images/experiment/pair_37_57_out_tensor(0.3333).png,291.0,27,1,37_57_0.33,37_57_,37,57,0.33,22
8734,520tj,0.244,-0.9384594158866829,33.82699999999255,images/experiment/pair_37_41_out_tensor(0.6667).png,138.0,28,1,37_41_0.67,37_41_,37,41,0.67,21
10334,520tj,0.464,-0.23087224413762605,31.659000000022353,images/experiment/101_start.png,465.0,29,1,101,101,101,,,6
8334,520tj,0.452,-0.26946790805121096,32.872999999970204,images/experiment/57_start.png,417.0,30,1,57,57,57,,,3
5734,520tj,0.564,0.0907582884755816,37.2189999999851,images/experiment/pair_92_57_out_tensor(0.6667).png,148.0,31,1,92_57_0.67,92_57_,92,57,0.67,42
2134,520tj,0.566,0.09719089912784576,37.280999999977645,images/experiment/pair_92_64_out_tensor(0.6667).png,231.0,32,1,92_64_0.67,92_64_,92,64,0.67,45
2734,520tj,0.614,0.25157355478218546,49.5789999999851,images/experiment/pair_37_64_out_tensor(0.5000).png,278.0,33,1,37_64_0.5,37_64_,37,64,0.5,26
1134,520tj,0.908,1.197167320665016,35.49300000000745,images/experiment/pair_5_101_out_tensor(0.3333).png,326.0,34,1,5_101_0.33,5_101_,5,101,0.33,16
1734,520tj,0.908,1.197167320665016,34.98800000000745,images/experiment/pair_37_57_out_tensor(0.6667).png,10.0,35,1,37_57_0.67,37_57_,37,57,0.67,24
3734,520tj,0.236,-0.9641898584957396,33.986000000014904,images/experiment/pair_64_41_out_tensor(0.6667).png,234.0,36,1,64_41_0.67,64_41_,64,41,0.67,36
6334,520tj,0.202,-1.07354423958423,29.12,images/experiment/pair_37_41_out_tensor(0.5000).png,369.0,37,1,37_41_0.5,37_41_,37,41,0.5,20
2334,520tj,0.458,-0.25017007609441855,33.5589999999851,images/experiment/pair_5_64_out_tensor(0.5000).png,179.0,38,1,5_64_0.5,5_64_,5,64,0.5,11
7534,520tj,0.454,-0.2630352973989468,36.555,images/experiment/pair_37_57_out_tensor(0.5000).png,39.0,39,1,37_57_0.5,37_57_,37,57,0.5,23
4534,520tj,0.716,0.5796366980476573,34.5989999999851,images/experiment/pair_5_101_out_tensor(0.5000).png,195.0,40,1,5_101_0.5,5_101_,5,101,0.5,17
10134,520tj,0.696,0.5153105915250157,34.3010000000149,images/experiment/pair_92_57_out_tensor(0.3333).png,256.0,41,1,92_57_0.33,92_57_,92,57,0.33,40
5534,520tj,0.566,0.09719089912784576,33.475,images/experiment/pair_5_92_out_tensor(0.6667).png,423.0,42,1,5_92_0.67,5_92_,5,92,0.67,15
734,520tj,0.698,0.5217432021772799,33.1089999999851,images/experiment/pair_5_92_out_tensor(0.3333).png,392.0,43,1,5_92_0.33,5_92_,5,92,0.33,13
4334,520tj,0.608,0.23227572282539297,41.62300000000745,images/experiment/pair_92_64_out_tensor(0.3333).png,13.0,44,1,92_64_0.33,92_64_,92,64,0.33,43
3934,520tj,0.596,0.19368005891180806,37.59800000000745,images/experiment/pair_92_57_out_tensor(0.5000).png,298.0,45,1,92_57_0.5,92_57_,92,57,0.5,41
7934,520tj,0.822,0.9205650626176574,30.175,images/experiment/pair_5_41_out_tensor(0.5000).png,122.0,46,1,5_41_0.5,5_41_,5,41,0.5,8
4934,520tj,0.582,0.148651784345959,35.30300000000745,images/experiment/pair_101_64_out_tensor(0.5000).png,65.0,47,1,101_64_0.5,101_64_,101,64,0.5,50
5334,520tj,0.87,1.074947718271997,45.33800000000745,images/experiment/pair_37_101_out_tensor(0.3333).png,192.0,48,1,37_101_0.33,37_101_,37,101,0.33,31
6934,520tj,0.818,0.9076998413131291,39.045,images/experiment/pair_101_64_out_tensor(0.3333).png,213.0,49,1,101_64_0.33,101_64_,101,64,0.33,49
1334,520tj,1.0,1.493067410669167,30.89900000002235,images/experiment/pair_5_64_out_tensor(0.3333).png,7.0,50,1,5_64_0.33,5_64_,5,64,0.33,10
6134,520tj,0.806,0.8691041773995442,28.91800000000745,images/experiment/pair_37_92_out_tensor(0.5000).png,54.0,51,1,37_92_0.5,37_92_,37,92,0.5,29
7134,520tj,0.594,0.1872474482595439,38.285,images/experiment/92_start.png,254.0,52,1,92,92,92,,,5
9934,520tj,0.202,-1.07354423958423,41.61900000002235,images/experiment/pair_5_64_out_tensor(0.6667).png,14.0,53,1,5_64_0.67,5_64_,5,64,0.67,12
1534,520tj,0.044,-1.5817204811130983,45.5589999999851,images/experiment/pair_37_64_out_tensor(0.3333).png,48.0,54,1,37_64_0.33,37_64_,37,64,0.33,25
334,520tj,0.224,-1.0027855224093245,40.61,images/experiment/pair_64_41_out_tensor(0.3333).png,196.0,55,1,64_41_0.33,64_41_,64,41,0.33,34
7734,520tj,0.68,0.4638497063069025,35.18,images/experiment/5_start.png,314.0,56,1,5,5,5,,,0
10934,520tj,0.686,0.48314753826369494,54.46699999999255,images/experiment/pair_101_57_out_tensor(0.5000).png,199.0,57,1,101_57_0.5,101_57_,101,57,0.5,47
4734,520tj,0.564,0.0907582884755816,41.727999999970194,images/experiment/pair_101_57_out_tensor(0.6667).png,17.0,58,1,101_57_0.67,101_57_,101,57,0.67,48
3134,520tj,0.662,0.40595621043652513,109.35699999999257,images/experiment/pair_5_41_out_tensor(0.6667).png,323.0,59,1,5_41_0.67,5_41_,5,41,0.67,9
9535,520tj,0.702,0.5346084234818081,47.4389999999851,images/experiment/pair_37_92_out_tensor(0.6667).png,281.0,274,2,37_92_0.67,37_92_,37,92,0.67,30
1535,520tj,0.23,-0.983487690452532,38.13,images/experiment/pair_37_64_out_tensor(0.3333).png,329.0,275,2,37_64_0.33,37_64_,37,64,0.33,25
7135,520tj,0.07,-1.4980965426336643,57.91800000000745,images/experiment/92_start.png,296.0,276,2,92,92,92,,,5
1935,520tj,0.68,0.4638497063069025,41.31300000000745,images/experiment/pair_101_92_out_tensor(0.6667).png,230.0,277,2,101_92_0.67,101_92_,101,92,0.67,54
8935,520tj,0.696,0.5153105915250157,49.37300000000745,images/experiment/37_start.png,396.0,278,2,37,37,37,,,1
3135,520tj,0.942,1.3065217017535065,32.535,images/experiment/pair_5_41_out_tensor(0.6667).png,156.0,279,2,5_41_0.67,5_41_,5,41,0.67,9
9135,520tj,0.908,1.197167320665016,34.92,images/experiment/pair_5_92_out_tensor(0.5000).png,209.0,280,2,5_92_0.5,5_92_,5,92,0.5,14
9935,520tj,0.1,-1.401607382849702,34.83699999999255,images/experiment/pair_5_64_out_tensor(0.6667).png,485.0,281,2,5_64_0.67,5_64_,5,64,0.67,12
3935,520tj,0.08,-1.4659334893723435,31.66199999999255,images/experiment/pair_92_57_out_tensor(0.5000).png,440.0,282,2,92_57_0.5,92_57_,92,57,0.5,41
7535,520tj,0.752,0.695423689788412,43.3260000000149,images/experiment/pair_37_57_out_tensor(0.5000).png,124.0,283,2,37_57_0.5,37_57_,37,57,0.5,23
4735,520tj,0.93,1.2679260378399217,43.1510000000149,images/experiment/pair_101_57_out_tensor(0.6667).png,12.0,284,2,101_57_0.67,101_57_,101,57,0.67,48
8735,520tj,0.428,-0.3466592358783808,36.54199999999255,images/experiment/pair_37_41_out_tensor(0.6667).png,166.0,285,2,37_41_0.67,37_41_,37,41,0.67,21
5935,520tj,0.196,-1.0928420715410225,47.08300000000745,images/experiment/pair_64_57_out_tensor(0.5000).png,133.0,286,2,64_57_0.5,64_57_,64,57,0.5,38
4335,520tj,0.008,-1.697507472853853,31.025,images/experiment/pair_92_64_out_tensor(0.3333).png,212.0,287,2,92_64_0.33,92_64_,92,64,0.33,43
7935,520tj,1.0,1.493067410669167,30.52599999997765,images/experiment/pair_5_41_out_tensor(0.5000).png,386.0,288,2,5_41_0.5,5_41_,5,41,0.5,8
7735,520tj,0.986,1.448039136103318,30.82,images/experiment/5_start.png,244.0,289,2,5,5,5,,,0
3735,520tj,0.0,-1.7232379154629096,32.3910000000149,images/experiment/pair_64_41_out_tensor(0.6667).png,336.0,290,2,64_41_0.67,64_41_,64,41,0.67,36
8135,520tj,0.704,0.5410410341340723,29.365,images/experiment/pair_37_101_out_tensor(0.5000).png,239.0,291,2,37_101_0.5,37_101_,37,101,0.5,32
1735,520tj,0.684,0.4767149276114308,33.42199999999255,images/experiment/pair_37_57_out_tensor(0.6667).png,204.0,292,2,37_57_0.67,37_57_,37,57,0.67,24
10735,520tj,0.752,0.695423689788412,53.92300000000745,images/experiment/pair_37_92_out_tensor(0.3333).png,498.0,293,2,37_92_0.33,37_92_,37,92,0.33,28
6335,520tj,0.9,1.1714368780559594,31.34,images/experiment/pair_37_41_out_tensor(0.5000).png,412.0,294,2,37_41_0.5,37_41_,37,41,0.5,20
2935,520tj,0.08,-1.4659334893723435,29.087000000029796,images/experiment/pair_64_57_out_tensor(0.3333).png,419.0,295,2,64_57_0.33,64_57_,64,57,0.33,37
10535,520tj,0.696,0.5153105915250157,31.325,images/experiment/pair_37_41_out_tensor(0.3333).png,344.0,296,2,37_41_0.33,37_41_,37,41,0.33,19
4535,520tj,0.66,0.39952359978426094,40.0089999999851,images/experiment/pair_5_101_out_tensor(0.5000).png,32.0,297,2,5_101_0.5,5_101_,5,101,0.5,17
6535,520tj,0.056,-1.5431248171995133,28.08199999999255,images/experiment/pair_64_41_out_tensor(0.5000).png,444.0,298,2,64_41_0.5,64_41_,64,41,0.5,35
4135,520tj,0.02,-1.6589118089402681,31.02300000000745,images/experiment/pair_101_64_out_tensor(0.6667).png,84.0,299,2,101_64_0.67,101_64_,101,64,0.67,51
5735,520tj,0.732,0.6310975832657705,35.6410000000149,images/experiment/pair_92_57_out_tensor(0.6667).png,309.0,300,2,92_57_0.67,92_57_,92,57,0.67,42
2735,520tj,0.184,-1.1314377354546075,33.384000000022354,images/experiment/pair_37_64_out_tensor(0.5000).png,58.0,301,2,37_64_0.5,37_64_,37,64,0.5,26
8535,520tj,0.25,-0.9191615839298904,34.9889999999851,images/experiment/pair_101_92_out_tensor(0.5000).png,370.0,302,2,101_92_0.5,101_92_,101,92,0.5,53
3535,520tj,1.0,1.493067410669167,37.1760000000149,images/experiment/pair_5_41_out_tensor(0.3333).png,197.0,303,2,5_41_0.33,5_41_,5,41,0.33,7
6935,520tj,0.758,0.7147215217452044,48.1789999999851,images/experiment/pair_101_64_out_tensor(0.3333).png,42.0,304,2,101_64_0.33,101_64_,101,64,0.33,49
2535,520tj,0.678,0.45741709565463834,48.3370000000298,images/experiment/pair_101_57_out_tensor(0.3333).png,400.0,305,2,101_57_0.33,101_57_,101,57,0.33,46
8335,520tj,0.374,-0.520339723489513,105.19800000000743,images/experiment/57_start.png,363.0,306,2,57,57,57,,,3
9735,520tj,0.466,-0.22443963348536192,32.42400000002235,images/experiment/pair_101_92_out_tensor(0.3333).png,170.0,307,2,101_92_0.33,101_92_,101,92,0.33,52
4935,520tj,0.134,-1.2922530017612113,39.13300000000745,images/experiment/pair_101_64_out_tensor(0.5000).png,110.0,308,2,101_64_0.5,101_64_,101,64,0.5,50
6735,520tj,0.678,0.45741709565463834,40.295,images/experiment/pair_37_101_out_tensor(0.6667).png,483.0,309,2,37_101_0.67,37_101_,37,101,0.67,33
2135,520tj,0.0,-1.7232379154629096,33.8379999999702,images/experiment/pair_92_64_out_tensor(0.6667).png,367.0,310,2,92_64_0.67,92_64_,92,64,0.67,45
5535,520tj,0.504,-0.102220031092343,30.10199999999255,images/experiment/pair_5_92_out_tensor(0.6667).png,118.0,311,2,5_92_0.67,5_92_,5,92,0.67,15
10935,520tj,0.668,0.42525404239331754,34.10900000002235,images/experiment/pair_101_57_out_tensor(0.5000).png,377.0,312,2,101_57_0.5,101_57_,101,57,0.5,47
6135,520tj,0.846,0.9977563904448272,36.655999999977645,images/experiment/pair_37_92_out_tensor(0.5000).png,469.0,313,2,37_92_0.5,37_92_,37,92,0.5,29
7335,520tj,0.734,0.6375301939180347,41.08800000000745,images/experiment/pair_5_101_out_tensor(0.6667).png,488.0,314,2,5_101_0.67,5_101_,5,101,0.67,18
335,520tj,0.118,-1.3437138869793246,32.009000000022354,images/experiment/pair_64_41_out_tensor(0.3333).png,450.0,315,2,64_41_0.33,64_41_,64,41,0.33,34
735,520tj,0.822,0.9205650626176574,32.57199999999255,images/experiment/pair_5_92_out_tensor(0.3333).png,134.0,316,2,5_92_0.33,5_92_,5,92,0.33,13
935,520tj,0.0,-1.7232379154629096,37.1,images/experiment/pair_92_64_out_tensor(0.5000).png,422.0,317,2,92_64_0.5,92_64_,92,64,0.5,44
10135,520tj,0.154,-1.2279268952385698,29.569000000022353,images/experiment/pair_92_57_out_tensor(0.3333).png,487.0,318,2,92_57_0.33,92_57_,92,57,0.33,40
5135,520tj,0.17,-1.1764660100204567,37.445,images/experiment/pair_64_57_out_tensor(0.6667).png,327.0,319,2,64_57_0.67,64_57_,64,57,0.67,39
5335,520tj,0.684,0.4767149276114308,44.95699999999255,images/experiment/pair_37_101_out_tensor(0.3333).png,442.0,320,2,37_101_0.33,37_101_,37,101,0.33,31
1135,520tj,0.944,1.3129543124057708,34.079000000022354,images/experiment/pair_5_101_out_tensor(0.3333).png,116.0,321,2,5_101_0.33,5_101_,5,101,0.33,16
10335,520tj,0.684,0.4767149276114308,36.378000000007454,images/experiment/101_start.png,438.0,322,2,101,101,101,,,6
2335,520tj,0.436,-0.3209287932693242,31.128999999985098,images/experiment/pair_5_64_out_tensor(0.5000).png,101.0,323,2,5_64_0.5,5_64_,5,64,0.5,11
9335,520tj,0.02,-1.6589118089402681,31.692000000029797,images/experiment/pair_37_64_out_tensor(0.6667).png,347.0,324,2,37_64_0.67,37_64_,37,64,0.67,27
135,520tj,0.148,-1.2472247271953623,29.75800000000745,images/experiment/64_start.png,200.0,325,2,64,64,64,,,4
1335,520tj,0.908,1.197167320665016,33.682000000029795,images/experiment/pair_5_64_out_tensor(0.3333).png,235.0,326,2,5_64_0.33,5_64_,5,64,0.33,10
535,520tj,0.68,0.4638497063069025,53.289000000022355,images/experiment/pair_37_57_out_tensor(0.3333).png,99.0,327,2,37_57_0.33,37_57_,37,57,0.33,22
3335,520tj,0.888,1.1328412141423745,28.7289999999851,images/experiment/41_start.png,350.0,328,2,41,41,41,,,2
8456,5cuw8,0.48,-0.37276164033719694,51.702999999970196,images/experiment/pair_101_92_out_tensor(0.5000).png,10.0,5,1,101_92_0.5,101_92_,101,92,0.5,53
456,5cuw8,0.378,-0.8551590572441573,37.68300000000745,images/experiment/pair_37_57_out_tensor(0.3333).png,285.0,6,1,37_57_0.33,37_57_,37,57,0.33,22
1056,5cuw8,0.868,1.4622402984853584,101.15300000000744,images/experiment/pair_5_101_out_tensor(0.3333).png,381.0,7,1,5_101_0.33,5_101_,5,101,0.33,16
10856,5cuw8,0.692,0.6298682849988384,26.19900000002235,images/experiment/pair_101_57_out_tensor(0.5000).png,201.0,8,1,101_57_0.5,101_57_,101,57,0.5,47
3456,5cuw8,0.268,-1.3753915656732323,54.06800000000745,images/experiment/pair_5_41_out_tensor(0.3333).png,494.0,9,1,5_41_0.33,5_41_,5,41,0.33,7
9056,5cuw8,0.406,-0.7227362369167565,32.2810000000149,images/experiment/pair_5_92_out_tensor(0.5000).png,177.0,10,1,5_92_0.5,5_92_,5,92,0.5,14
6856,5cuw8,0.646,0.4123165087466798,24.195,images/experiment/pair_101_64_out_tensor(0.3333).png,223.0,11,1,101_64_0.33,101_64_,101,64,0.33,49
7056,5cuw8,0.15,-1.9334591656244218,37.72300000000745,images/experiment/92_start.png,401.0,12,1,92,92,92,,,5
3056,5cuw8,0.794,1.1122657019057989,23.5139999999851,images/experiment/pair_5_41_out_tensor(0.6667).png,452.0,13,1,5_41_0.67,5_41_,5,41,0.67,9
1256,5cuw8,0.568,0.043424366406063036,26.26800000000745,images/experiment/pair_5_64_out_tensor(0.3333).png,444.0,14,1,5_64_0.33,5_64_,5,64,0.33,10
1456,5cuw8,0.528,-0.14575109120450966,28.837000000029796,images/experiment/pair_37_64_out_tensor(0.3333).png,63.0,15,1,37_64_0.33,37_64_,37,64,0.33,25
5456,5cuw8,0.346,-1.0064994233326154,28.1160000000149,images/experiment/pair_5_92_out_tensor(0.6667).png,197.0,16,1,5_92_0.67,5_92_,5,92,0.67,15
