,res,rmse_fit,rmse_pred,participant,testPair
46,"     fun: 0.1185896792017514
     jac: array([-5.05559146e-05, -2.32478604e-04,  1.09422021e-04, -2.52155587e-05,
       -1.58919953e-04])
 message: 'Optimization terminated successfully'
    nfev: 239
     nit: 39
    njev: 39
  status: 0
 success: True
       x: array([ 1.51252646,  0.59200276,  1.5349941 , -0.94415442,  0.43213689])",0.1185896792017514,0.09453237893117795,1z0ca,101_64_
47,"     fun: 0.11684033540196354
     jac: array([-4.85945493e-05, -5.29359095e-04,  1.60662457e-04, -8.13417137e-06,
       -2.38088891e-04])
 message: 'Optimization terminated successfully'
    nfev: 241
     nit: 39
    njev: 39
  status: 0
 success: True
       x: array([ 1.49190928,  0.59519126,  1.48387039, -0.93544361,  0.39707585])",0.11684033540196354,0.12680000782644474,1z0ca,64_41_
48,"     fun: 0.23000195568389167
     jac: array([-2.37319618e-05, -1.30198896e-05, -1.73307955e-04,  4.73354012e-05,
       -3.81527469e-04])
 message: 'Optimization terminated successfully'
    nfev: 280
     nit: 44
    njev: 44
  status: 0
 success: True
       x: array([ 1.5862853 ,  0.31397346,  0.15488376, -0.5401164 ,  0.0616154 ])",0.23000195568389167,0.09681347365514517,37o95,101_57_
49,"     fun: 0.2252232927723548
     jac: array([-1.67544931e-05, -1.21589750e-04,  3.94508243e-05, -6.00405037e-05,
       -3.07280570e-05])
 message: 'Optimization terminated successfully'
    nfev: 291
     nit: 46
    njev: 46
  status: 0
 success: True
       x: array([ 1.67354679,  0.31794337,  0.14254397, -0.55633685,  0.06381976])",0.2252232927723548,0.21796474525845658,37o95,64_57_
50,"     fun: 0.2230893884968933
     jac: array([-2.40452588e-04, -2.55703926e-05, -5.42001799e-04, -1.10962801e-03,
       -4.45819832e-03])
 message: 'Optimization terminated successfully'
    nfev: 268
     nit: 42
    njev: 42
  status: 0
 success: True
       x: array([ 1.50386272,  0.30294992,  0.15425093, -0.54034201,  0.06598555])",0.2230893884968933,0.2527247711524816,37o95,5_92_
51,"     fun: 0.2286607378644161
     jac: array([-2.28527933e-05,  6.76140189e-07, -1.14748254e-04,  7.07414001e-05,
       -3.34167853e-04])
 message: 'Optimization terminated successfully'
    nfev: 299
     nit: 47
    njev: 47
  status: 0
 success: True
       x: array([ 1.69988132,  0.32494599,  0.15385594, -0.55088716,  0.05878503])",0.2286607378644161,0.1468626341009405,37o95,5_101_
52,"     fun: 0.2235630647658778
     jac: array([-0.0001021 , -0.00051269,  0.00015692, -0.0004264 , -0.0018296 ])
 message: 'Optimization terminated successfully'
    nfev: 247
     nit: 39
    njev: 39
  status: 0
 success: True
       x: array([ 1.60996127,  0.28741687,  0.15070184, -0.54163587,  0.06494219])",0.2235630647658778,0.2533416514767053,37o95,37_92_
53,"     fun: 0.22860753180099253
     jac: array([-0.00028158, -0.00145061, -0.00036241, -0.00190641, -0.00803343])
 message: 'Optimization terminated successfully'
    nfev: 235
     nit: 37
    njev: 37
  status: 0
 success: True
       x: array([ 1.54929364,  0.31491788,  0.155189  , -0.5387539 ,  0.06262422])",0.22860753180099253,0.1421719578110057,37o95,101_92_
54,"     fun: 0.2237360287222238
     jac: array([-3.89460474e-05, -1.98693946e-04, -1.80788338e-05, -3.22751701e-04,
       -1.01582706e-03])
 message: 'Optimization terminated successfully'
    nfev: 285
     nit: 45
    njev: 45
  status: 0
 success: True
       x: array([ 1.70464208,  0.31116158,  0.1466417 , -0.55081848,  0.06166674])",0.2237360287222238,0.2431803935176434,37o95,37_57_
55,"     fun: 0.22888358930841488
     jac: array([-1.13416463e-04, -8.53072852e-04, -4.48413193e-05, -1.35638006e-03,
       -5.75843640e-03])
 message: 'Optimization terminated successfully'
    nfev: 313
     nit: 50
    njev: 50
  status: 0
 success: True
       x: array([ 2.11689709,  0.32859396,  0.14070356, -0.57433129,  0.05755551])",0.22888358930841488,0.14657726434320928,37o95,5_41_
