,res,rmse_fit,rmse_pred,participant,testPair
0,"     fun: 0.2765766092558363
     jac: array([ 0.00000000e+00, -5.12599945e-06,  3.72529030e-09,  7.45058060e-09,
       -1.49011612e-08])
 message: 'Optimization terminated successfully'
    nfev: 25
     nit: 4
    njev: 4
  status: 0
 success: True
       x: array([0.55079791, 0.51161396, 0.29090474, 0.51082759, 0.89294699])",0.2765766092558363,0.29358450695509447,0xmq6,101_57_
1,"     fun: 0.28314564294761124
     jac: array([ 0.00000000e+00, -2.89455056e-06,  3.72529030e-09,  3.72529030e-09,
       -1.49011612e-08])
 message: 'Optimization terminated successfully'
    nfev: 25
     nit: 4
    njev: 4
  status: 0
 success: True
       x: array([0.5507979 , 0.52292225, 0.29090474, 0.5108276 , 0.89294699])",0.28314564294761124,0.14895217916541267,0xmq6,64_57_
2,"     fun: 0.2692113042414099
     jac: array([0.00000000e+00, 2.98023224e-08, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00])
 message: 'Optimization terminated successfully'
    nfev: 20
     nit: 3
    njev: 3
  status: 0
 success: True
       x: array([0.4359949 , 0.49634615, 0.54966248, 0.43532239, 0.4203678 ])",0.2692113042414099,0.4045713360889672,0xmq6,5_92_
3,"     fun: 0.27091305905372437
     jac: array([-3.72529030e-09, -8.09133053e-06,  3.72529030e-09,  3.72529030e-09,
       -1.86264515e-08])
 message: 'Optimization terminated successfully'
    nfev: 25
     nit: 4
    njev: 4
  status: 0
 success: True
       x: array([0.55079791, 0.49819011, 0.29090474, 0.51082759, 0.89294699])",0.27091305905372437,0.3825559628019253,0xmq6,5_101_
4,"     fun: 0.27871876043264543
     jac: array([ 0.00000000e+00, -4.35858965e-06,  0.00000000e+00,  3.72529030e-09,
       -1.86264515e-08])
 message: 'Optimization terminated successfully'
    nfev: 25
     nit: 4
    njev: 4
  status: 0
 success: True
       x: array([0.55079791, 0.51392185, 0.29090474, 0.5108276 , 0.89294699])",0.27871876043264543,0.25521912312234757,0xmq6,37_92_
5,"     fun: 0.28142276590014514
     jac: array([-3.72529030e-09, -3.27453017e-06,  3.72529030e-09,  7.45058060e-09,
       -1.86264515e-08])
 message: 'Optimization terminated successfully'
    nfev: 25
     nit: 4
    njev: 4
  status: 0
 success: True
       x: array([0.55079791, 0.5222683 , 0.29090474, 0.5108276 , 0.89294699])",0.28142276590014514,0.19731863191903673,0xmq6,101_92_
6,"     fun: 0.28336186447008455
     jac: array([ 0.00000000e+00, -3.12924385e-06,  3.72529030e-09,  7.45058060e-09,
       -1.49011612e-08])
 message: 'Optimization terminated successfully'
    nfev: 25
     nit: 4
    njev: 4
  status: 0
 success: True
       x: array([0.5507979 , 0.51622987, 0.29090474, 0.51082759, 0.89294699])",0.28336186447008455,0.14021048738065367,0xmq6,37_57_
7,"     fun: 0.2703231346051976
     jac: array([-3.72529030e-09, -8.44523311e-06,  0.00000000e+00,  3.72529030e-09,
       -1.86264515e-08])
 message: 'Optimization terminated successfully'
    nfev: 25
     nit: 4
    njev: 4
  status: 0
 success: True
       x: array([0.55079791, 0.49669002, 0.29090474, 0.5108276 , 0.89294699])",0.2703231346051976,0.39116526237808585,0xmq6,5_41_
8,"     fun: 0.2793580200275993
     jac: array([ 0.00000000e+00, -3.32295895e-06,  3.72529030e-09,  3.72529030e-09,
       -1.49011612e-08])
 message: 'Optimization terminated successfully'
    nfev: 25
     nit: 4
    njev: 4
  status: 0
 success: True
       x: array([0.55079791, 0.52949906, 0.29090474, 0.5108276 , 0.89294699])",0.2793580200275993,0.24721216154030634,0xmq6,37_64_
9,"     fun: 0.2747719298037375
     jac: array([ 0.00000000e+00, -4.83542681e-06,  3.72529030e-09,  3.72529030e-09,
       -1.49011612e-08])
 message: 'Optimization terminated successfully'
    nfev: 25
     nit: 4
    njev: 4
  status: 0
 success: True
       x: array([0.55079791, 0.52503712, 0.29090474, 0.5108276 , 0.89294699])",0.2747719298037375,0.32192340460428504,0xmq6,92_64_
