,res,rmse_fit,rmse_pred,participant,testPair
0,"     fun: 0.23862921240845508
     jac: array([ 7.73270600e-01,  1.90377235e-04,  0.00000000e+00, -2.08396651e-03,
        5.87962568e-05, -5.29233366e-05, -8.99406150e-04, -4.96078283e-05,
       -1.42237172e-04,  0.00000000e+00])
 message: 'Optimization terminated successfully'
    nfev: 331
     nit: 29
    njev: 29
  status: 0
 success: True
       x: array([ 1.23823001e-04,  7.58882503e-01,  4.95773293e-01,  5.11566035e-01,
       -1.31572390e+00,  1.47625076e+00,  1.60382936e-01,  1.72857565e+00,
       -1.18264084e+00,  3.45498347e-01])",0.23862921240845508,0.27299493204013897,0xmq6,101_57_
1,"     fun: 0.24577698380475702
     jac: array([ 1.28961911e-01, -4.64150682e-04,  0.00000000e+00,  1.85055658e-04,
       -1.86059624e-05, -1.27546489e-04,  8.30162317e-05,  3.66102904e-05,
        7.34869391e-05,  0.00000000e+00])
 message: 'Optimization terminated successfully'
    nfev: 495
     nit: 44
    njev: 44
  status: 0
 success: True
       x: array([ 5.78967316e-04,  1.96977478e-01,  4.95773145e-01,  4.88130127e-01,
       -9.46192491e+00,  8.09697479e+00,  1.10016869e+00,  1.00000000e+01,
       -7.90835721e+00,  3.45499913e-01])",0.24577698380475702,0.08137446041758796,0xmq6,64_57_
2,"     fun: 0.2299284911742255
     jac: array([ 3.29779374e+00,  3.01206484e-04,  0.00000000e+00,  8.61821696e-04,
       -1.01115555e-04, -8.98391008e-05, -1.71601027e-03,  1.19786710e-04,
        4.83300537e-05,  0.00000000e+00])
 message: 'Optimization terminated successfully'
    nfev: 423
     nit: 37
    njev: 37
  status: 0
 success: True
       x: array([ 4.25746816e-05,  1.07800747e+00,  4.95773293e-01,  4.84158520e-01,
       -2.87675680e+00,  2.95868098e+00,  1.89255029e-01,  3.29087698e+00,
       -2.65373033e+00,  3.45498810e-01])",0.2299284911742255,0.38817577252861113,0xmq6,5_92_
3,"     fun: 0.2646289555458885
     jac: array([-6.82194792e-02, -4.57242131e-05,  4.54485416e-07, -7.87824392e-04,
        5.50858676e-05, -4.40590084e-05,  3.83332372e-06, -5.68516552e-05,
        4.31835651e-05,  0.00000000e+00])
 message: 'Optimization terminated successfully'
    nfev: 251
     nit: 22
    njev: 22
  status: 0
 success: True
       x: array([ 3.17956329e-05,  3.24571355e-01,  4.05983301e+00,  4.89870967e-01,
       -2.87039048e-02, -3.63597059e-02,  5.00238544e+00,  7.16932375e-01,
        3.07920828e-01,  1.87721229e-01])",0.2646289555458885,0.39041025447170846,0xmq6,5_101_
4,"     fun: 0.23828046493517943
     jac: array([-1.95538897e-01,  1.01801008e-04,  0.00000000e+00, -1.12024322e-03,
        4.41446900e-05, -5.13941050e-05, -3.79493460e-04, -1.20829791e-05,
       -7.66571611e-05,  0.00000000e+00])
 message: 'Optimization terminated successfully'
    nfev: 293
     nit: 26
    njev: 26
  status: 0
 success: True
       x: array([ 1.16638029e-04,  7.72153083e-01,  4.95773293e-01,  5.06968475e-01,
       -1.76946835e+00,  1.94104742e+00,  2.07082354e-01,  2.18848174e+00,
       -1.65950491e+00,  3.45498893e-01])",0.23828046493517943,0.2750916616183786,0xmq6,37_92_
5,"     fun: 0.2430903655300351
     jac: array([ 2.74577985e+00,  1.08339824e-03,  8.38190317e-08,  1.20433047e-04,
       -4.01381403e-05, -3.88827175e-05, -9.81295481e-04,  5.42160124e-05,
        1.57933682e-05,  0.00000000e+00])
 message: 'Optimization terminated successfully'
    nfev: 498
     nit: 44
    njev: 44
  status: 0
 success: True
       x: array([ 8.43329565e-05,  5.11550781e-01,  4.95773035e-01,  4.70807898e-01,
       -9.46209441e+00,  9.33560599e+00,  5.64073857e-01,  1.00000000e+01,
       -9.12552240e+00,  3.45483134e-01])",0.2430903655300351,0.18500367897784745,0xmq6,101_92_
6,"     fun: 0.24404460995584
     jac: array([ 1.00323132e+01,  4.46684659e-04,  0.00000000e+00, -2.74723396e-04,
       -1.96769834e-05, -6.59562647e-06, -1.22478604e-03,  2.15321779e-05,
       -4.19095159e-06,  0.00000000e+00])
 message: 'Optimization terminated successfully'
    nfev: 579
     nit: 51
    njev: 51
  status: 0
 success: True
       x: array([ 2.79398279e-05,  7.64017872e-01,  4.95723343e-01,  4.71089220e-01,
       -8.91950775e+00,  9.80988920e+00,  2.76215687e-01,  9.35652515e+00,
       -9.69000122e+00,  3.45489390e-01])",0.24404460995584,0.171369057838975,0xmq6,37_57_
7,"     fun: 0.26399369865283423
     jac: array([-1.11201033e-02,  5.77934086e-04, -1.89468265e-05, -3.43475491e-04,
        1.57989562e-05,  2.91056931e-05, -1.49793923e-05,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00])
 message: 'Optimization terminated successfully'
    nfev: 171
     nit: 15
    njev: 15
  status: 0
 success: True
       x: array([ 9.84669842e-05,  0.00000000e+00,  2.34560317e+00,  4.88484891e-01,
        4.96454389e-02, -6.70451559e-01,  5.08672216e+00,  1.29945587e-01,
        2.91724900e-01,  4.34791532e-01])",0.26399369865283423,0.399332269986588,0xmq6,5_41_
8,"     fun: 0.24469804287260644
     jac: array([ 5.25153974e+00,  7.32565299e-04,  0.00000000e+00, -4.28039581e-04,
       -1.10398978e-04, -6.95362687e-05, -1.92071684e-03,  1.24635175e-04,
        3.94564122e-05,  0.00000000e+00])
 message: 'Optimization terminated successfully'
    nfev: 422
     nit: 37
    njev: 37
  status: 0
 success: True
       x: array([ 6.27163307e-05,  7.82033249e-01,  4.95773293e-01,  5.01345412e-01,
       -4.22255412e+00,  4.32192395e+00,  3.00339878e-01,  4.68894458e+00,
       -4.09170916e+00,  3.45516663e-01])",0.24469804287260644,0.14821116083890165,0xmq6,37_64_
9,"     fun: 0.23875112326328551
     jac: array([ 1.73323460e-01,  1.24633312e-04,  0.00000000e+00, -4.74005938e-04,
        5.29382378e-05, -5.24111092e-05, -3.79143283e-04, -3.89330089e-05,
       -1.02821738e-04,  0.00000000e+00])
 message: 'Optimization terminated successfully'
    nfev: 397
     nit: 35
    njev: 35
  status: 0
 success: True
       x: array([ 1.37836729e-04,  7.46048655e-01,  4.95773293e-01,  5.13386239e-01,
       -1.83876582e+00,  1.97027378e+00,  2.45293514e-01,  2.26486753e+00,
       -1.68540117e+00,  3.45493959e-01])",0.23875112326328551,0.2671981884183593,0xmq6,92_64_
