,res,rmse_fit,rmse_pred,participant,testPair
0,"     fun: 0.23236062647563033
     jac: array([-0.00024066, -0.00078313,  0.00119186, -0.00048785, -0.00011394,
       -0.001539  ])
 message: 'Optimization terminated successfully'
    nfev: 182
     nit: 25
    njev: 25
  status: 0
 success: True
       x: array([ 1.87939251, -0.22222487,  0.79153688, -0.19888391,  0.06375264,
        0.38447798])",0.23236062647563033,0.25809562535382374,0xmq6,101_57_
1,"     fun: 0.2394063527272211
     jac: array([3.25720757e-05, 1.30398199e-04, 1.53928995e-05, 5.35603613e-05,
       7.22520053e-05, 6.80591911e-05])
 message: 'Optimization terminated successfully'
    nfev: 453
     nit: 62
    njev: 62
  status: 0
 success: True
       x: array([ 2.04236675, -0.3813458 ,  0.75697535, -0.18007631,  0.08980252,
        0.40548114])",0.2394063527272211,0.08570101748710582,0xmq6,64_57_
2,"     fun: 0.22416025866195324
     jac: array([-0.00065788, -0.00258853,  0.00221914, -0.00081482, -0.00029834,
       -0.00367119])
 message: 'Optimization terminated successfully'
    nfev: 410
     nit: 57
    njev: 57
  status: 0
 success: True
       x: array([ 1.94776543, -0.01881126,  0.82208453, -0.24966843,  0.06995216,
        0.29743165])",0.22416025866195324,0.3720268256587417,0xmq6,5_92_
3,"     fun: 0.23591016011510138
     jac: array([ 0.00046054,  0.00137681, -0.00059945,  0.00017479, -0.00037614,
        0.00109885])
 message: 'Optimization terminated successfully'
    nfev: 117
     nit: 16
    njev: 16
  status: 0
 success: True
       x: array([ 1.75967376, -0.14636051,  0.94132395, -0.36078099,  0.04043278,
        0.53664874])",0.23591016011510138,0.22126686873302942,0xmq6,5_101_
4,"     fun: 0.23045006714526078
     jac: array([-0.00075372, -0.00211397,  0.00355366, -0.00058686,  0.00020844,
       -0.00439301])
 message: 'Optimization terminated successfully'
    nfev: 199
     nit: 27
    njev: 27
  status: 0
 success: True
       x: array([ 2.01647827, -0.27874058,  0.75419307, -0.16921332,  0.08577981,
        0.35078894])",0.23045006714526078,0.2856404749642119,0xmq6,37_92_
5,"     fun: 0.2358804841651804
     jac: array([-4.19842079e-04, -6.30607828e-04,  9.63769853e-04, -3.36237252e-04,
        7.60406256e-05, -6.07963651e-04])
 message: 'Optimization terminated successfully'
    nfev: 493
     nit: 68
    njev: 68
  status: 0
 success: True
       x: array([ 2.47807476, -1.        ,  0.75358884, -0.16603564,  0.08765067,
        0.67617144])",0.2358804841651804,0.18969990618044438,0xmq6,101_92_
6,"     fun: 0.23764696775608624
     jac: array([ 5.41489571e-05,  4.84643504e-04, -6.20866194e-04, -3.74801457e-05,
        7.29326159e-04,  4.69861552e-04])
 message: 'Optimization terminated successfully'
    nfev: 173
     nit: 24
    njev: 24
  status: 0
 success: True
       x: array([ 1.99662592, -0.2592292 ,  0.75220576, -0.19165941,  0.10128284,
        0.35473983])",0.23764696775608624,0.15008234227351638,0xmq6,37_57_
7,"     fun: 0.22211337979627307
     jac: array([-8.77119601e-06, -1.38846412e-03,  6.73328340e-03,  1.83455274e-03,
        3.17437947e-03, -6.41779862e-02])
 message: 'Optimization terminated successfully'
    nfev: 1119
     nit: 153
    njev: 153
  status: 0
 success: True
       x: array([5.98816170e+01, 1.93985962e-01, 5.06723905e-01, 6.19609568e-02,
       2.69518859e-01, 3.62418452e-02])",0.22211337979627307,0.6137154365865234,0xmq6,5_41_
8,"     fun: 0.23801597491004697
     jac: array([-0.00044685, -0.00139107,  0.00235288, -0.00019776,  0.00021074,
       -0.00311743])
 message: 'Optimization terminated successfully'
    nfev: 196
     nit: 27
    njev: 27
  status: 0
 success: True
       x: array([ 1.91894003, -0.19921782,  0.75812202, -0.18009163,  0.08908137,
        0.34111206])",0.23801597491004697,0.13829842778491677,0xmq6,37_64_
9,"     fun: 0.2317767922397395
     jac: array([-4.33297828e-04, -1.36246160e-03,  2.81434506e-03, -5.16250730e-05,
        5.91306016e-04, -3.63338552e-03])
 message: 'Optimization terminated successfully'
    nfev: 420
     nit: 57
    njev: 57
  status: 0
 success: True
       x: array([ 1.96489591, -0.01564282,  0.76473375, -0.18977117,  0.08434821,
        0.25852167])",0.2317767922397395,0.26581685625214585,0xmq6,92_64_
10,"     fun: 0.23155724210251566
     jac: array([ 0.00039378,  0.00097473, -0.00149805,  0.00027566, -0.00031077,
        0.00088041])
 message: 'Optimization terminated successfully'
    nfev: 454
     nit: 63
    njev: 63
  status: 0
 success: True
       x: array([ 2.2630918 , -0.75340148,  0.73486653, -0.17507824,  0.10907009,
        0.5681373 ])",0.23155724210251566,0.2773479185696685,0xmq6,37_101_
11,"     fun: 0.2314251564037921
     jac: array([2.53319740e-07, 6.55669719e-05, 2.69580632e-04, 2.34866515e-04,
       2.57857144e-04, 1.39404088e-04])
 message: 'Optimization terminated successfully'
    nfev: 189
     nit: 26
    njev: 26
  status: 0
 success: True
       x: array([ 2.0292895 , -0.16272906,  0.7623807 , -0.17751905,  0.07786348,
        0.30043028])",0.2314251564037921,0.2793050611916221,0xmq6,92_57_
12,"     fun: 0.22201067483060363
     jac: array([ 0.00126838,  0.00244818, -0.00341061,  0.00136007, -0.00037501,
        0.00249898])
 message: 'Optimization terminated successfully'
    nfev: 530
     nit: 73
    njev: 73
  status: 0
 success: True
       x: array([ 2.53656507, -1.        ,  0.7574339 , -0.23379948,  0.08188744,
        0.69397559])",0.22201067483060363,0.4027383366176975,0xmq6,37_41_
13,"     fun: 0.22525284329758286
     jac: array([-0.00032226, -0.00012072,  0.00093875, -0.00029792, -0.00019255,
       -0.00075786])
 message: 'Optimization terminated successfully'
    nfev: 606
     nit: 83
    njev: 83
  status: 0
 success: True
       x: array([ 2.63094856, -1.        ,  0.68746964, -0.06594401,  0.08922318,
        0.50350792])",0.22525284329758286,0.36760610797684173,0xmq6,5_64_
