avg_rmse,med_rmse,med_rmse_fit,sd_rmse,min_rmse,max_rmse,subj
0.2613207946122361,0.2569788481125289,0.2157889265211292,0.10012421527467327,0.0953306465077889,0.4576525943813989,0xmq6
0.08959095415036109,0.085397618091751,0.08165104732802636,0.028229939330634998,0.0392916189688382,0.1417487663921758,19bq6
0.12544760662049367,0.1188124480224203,0.11432948748575489,0.05305817636421211,0.0340058580211716,0.2512548164285928,1z0ca
0.26411146401514335,0.22298726500420046,0.21661284524955893,0.16988469377758178,0.1002928113681669,0.7859832051728746,37o95
0.2417167433721299,0.22431056676858296,0.1918673325936911,0.08049236949998853,0.1391160407979803,0.4504148709751616,3l6s4
0.06348112769520475,0.060901427915949,0.052423190093507946,0.029159222980116445,0.0312485150263979,0.1533830104871937,46vpz
0.3273290763950097,0.29366795767001114,0.25211422849679016,0.1419652293730466,0.1457320306085877,0.8116260977180211,520tj
0.16949111245281911,0.15023885225471995,0.15632185431437165,0.09341164255235543,0.0529201462296241,0.4202934313935231,6r8qk
0.03464246038771473,0.034712401503809595,0.0360133036551943,0.0172586890078015,0.0058970384274043,0.0643325514057175,6yaxg
0.2371476697436455,0.19981900155268545,0.17398350002573126,0.1543022818334573,0.065430955319434,0.753004699456674,7df33
0.14524267254457493,0.1197227371730082,0.1509232921884323,0.08237911116158529,0.0515476787681914,0.3136449274039888,89w87
0.20883791254276599,0.18934913142176965,0.1839059204620812,0.12063986390400425,0.0587824549737138,0.4887398574430581,8kyd7
0.11293201363672052,0.1047406366799874,0.1098013108358559,0.04950727040006137,0.0342083080805749,0.2273199432629945,9gjbe
0.1903446076466081,0.17218811140150286,0.16642416663961113,0.08389047216081377,0.0836508245244293,0.37529710191844,ar5vx
0.07801908705500588,0.0640915189191335,0.08191153322195055,0.041960065799909144,0.0305891573494347,0.1758517259300873,chb6q
0.19967005789149478,0.22299280003396477,0.166693688627063,0.07555241955953648,0.0918999484894632,0.3344949806060466,czgyu
0.1766029724023657,0.1372075079820943,0.1359649065735917,0.11500616603977178,0.0200001423394331,0.4633041072635614,eunhf
0.1986443165164422,0.1893206345839446,0.175476447264366,0.08238147333681742,0.0478465269093986,0.3552696380614161,faow1
0.10519900541571406,0.09898417345945784,0.09021971432659115,0.06781272438131085,0.0311576520704837,0.3010400583106384,fax28
0.11764957938838698,0.1202691552081382,0.0986777505049668,0.05406633873138998,0.0289275221608821,0.2233319470649297,fpt0a
0.05698455307171238,0.06326738487404655,0.04806716375056755,0.02307647723238024,0.0195790280255512,0.1032747170151603,h647a
0.12065930626769734,0.11262900929009739,0.1071381349268318,0.04656741122849919,0.0429697031886298,0.2143612277722185,hvjjw
0.2242767105608515,0.18367942257276731,0.18526495561243483,0.1671433519215703,0.0109195069077298,0.7432597900028486,hxal4
0.20823947799552625,0.1749272416221449,0.17852612256235764,0.13412297191459355,0.0554152394015951,0.5363037464825802,j49v1
0.2621124085997315,0.22426477066015632,0.19830465852692464,0.17307341679198654,0.080796330309152,0.7941321418127124,jeu26
0.2414354416632973,0.2409112495185932,0.2426932031891785,0.12242286715203933,0.0509321689655233,0.4584666413823494,jmzs9
0.056907293868139926,0.055188154183817104,0.0539236026512292,0.02628692592306667,0.0242174871667722,0.1099205277049894,jv7jg
0.20020719360115594,0.1924432879015959,0.15709346232794819,0.08688469448642833,0.0563979064348042,0.3537923623014066,k02z1
0.13728918411682528,0.1297901173116409,0.11996493037352045,0.055490346319067095,0.0514866340896125,0.2317879684269546,kuoa6
0.056788407261078026,0.04921788781393065,0.0438132220112104,0.024429575437880116,0.0332767448089418,0.1328376624987227,kwqcc
0.1808935668056479,0.1594706264038167,0.1814479334800658,0.07919340659253535,0.0524703461536657,0.3160041796691671,mbx6w
0.15971403846216523,0.14575014247766865,0.12996723392487425,0.069703728686429,0.0636754444581431,0.3516834854950618,mh0hn
0.09925543981446949,0.0749497993929138,0.09808773008769589,0.06513928570504678,0.0261734681104389,0.2741426482317108,mrx1q
0.3205229467609695,0.3541141551001581,0.32379395414628653,0.18196204175377176,0.0512292895710768,0.5833396617159704,ms8r4
0.10755418789070341,0.0848012253114202,0.1084807580160165,0.06397760170590955,0.0216882110641984,0.2216534327247337,n0htt
0.07148450764186211,0.06119200552425025,0.08113127025329839,0.0419285824596846,0.024132742168895,0.211934392151796,njzz4
0.20444225703385643,0.17307937161883435,0.1608236776785364,0.11008131740422954,0.0589898784816774,0.5299317635976516,nq3sp
0.3205634460534428,0.24023240855665506,0.165926955393441,0.3798968441713464,0.0877576985814101,1.750040531095462,nqfzn
0.1949253522272318,0.19776006990234085,0.1981071826191988,0.09241195853990007,0.0362635055731978,0.3770568780312033,nyp52
0.19705408783373946,0.17928050193938838,0.17656773134489873,0.07550416922126461,0.10924510884976,0.3910743326717679,oveao
0.19127402993845385,0.1726065797535242,0.14883490367320526,0.05667984373921044,0.1250058140638719,0.3519419230615692,pshnw
0.17257143533923833,0.15652434638903134,0.1487979453815788,0.07655570451832427,0.0514874388931438,0.3214044657280472,pu7uh
0.18672903113804318,0.1793528330091646,0.16772061428093998,0.08685642148540806,0.0491983431357975,0.3543262018760893,q22fa
0.2282437212465433,0.22320589945488012,0.21608578332151923,0.06828798026028074,0.1154887638500741,0.3881606976703606,qrbxe
0.18319004334743344,0.19756601591893364,0.1646084595581846,0.06241701043869338,0.0653074807458218,0.3206389235080039,quzfn
0.21110800875756688,0.1843302770843508,0.15330244293704143,0.13853269669065116,0.0612279352215153,0.572092040668356,r1g8p
0.11910745241405263,0.0994479684334843,0.1072170183406547,0.050346410150280844,0.053019622221942,0.2263575092271871,r4ron
0.1181329112855833,0.09081884152966699,0.1197542943435311,0.07620612990639812,0.0368833820584887,0.3289907773410269,re1sg
0.12357271722092769,0.13492874996189635,0.10859897071697544,0.04562287303998155,0.0298099151638883,0.2256356696741067,rq280
0.1404597533303059,0.12670962958338533,0.13406134704290995,0.05500258948179061,0.0505650894928376,0.2345829535160009,rsw55
0.0920214256636849,0.07417503023408845,0.06736397780639061,0.05377994043202992,0.0285288167880947,0.2201695854710671,s4tsr
0.09995558738298324,0.09506314498891896,0.09177066872466445,0.03329089765221405,0.0510936953039872,0.156544858998216,sdx2b
0.23351890234637768,0.20832746696626725,0.20501726971639644,0.0822085202542774,0.1406455113865524,0.3651832634595515,tg4o2
0.12991164592448515,0.10839112748006335,0.0883539698943748,0.12215156332843098,0.0422463148432958,0.5739710276513619,u0pc9
