avg_rmse,med_rmse,med_rmse_fit,sd_rmse,min_rmse,max_rmse,subj
0.2688620083891783,0.27294755511874125,0.2778977719080956,0.08622739172516473,0.1402104873806536,0.4045713360889672,0xmq6
0.09361804663692136,0.1067702889268858,0.1051460054764211,0.03738969979970088,0.0279701326770616,0.1563822367595568,19bq6
0.12390958149834566,0.11552464393789541,0.13540263133675165,0.045015180461740315,0.0625739020905279,0.2196768683411532,1z0ca
0.2608012853417038,0.2507494752730006,0.27441103633520375,0.09262709524552161,0.0778058027530741,0.4112439462730879,37o95
0.23652730550856876,0.21980491998047097,0.24866840947926783,0.07321313099229196,0.1363708016240448,0.3879132997591063,3l6s4
0.053101303185443774,0.048821266293231455,0.0568698377254591,0.018856848328246478,0.0316420048918304,0.1007376418311413,46vpz
0.2731453764132171,0.2993997451174659,0.2785183404198165,0.06505621296002267,0.0807308878123741,0.3391255602189448,520tj
0.22039772924621237,0.20324438034403242,0.2614975571015093,0.10264998453879244,0.0300875343758435,0.4918333077673099,6r8qk
0.03457828611069375,0.0332786583265685,0.04084575051568085,0.01739804732820812,0.0104079266175183,0.0712688431064431,6yaxg
0.2124177164366054,0.18834085512940696,0.23150449706701032,0.08471926482308006,0.058163354712584,0.3715736433010502,7df33
0.13989606573413993,0.12000365919524619,0.187036355800263,0.08443905432401683,0.030416408642655,0.3362495384667895,89w87
0.20579600692038372,0.20452918521231211,0.2218629605685976,0.0907082125194117,0.057676570996322,0.367888004070158,8kyd7
0.1343417932765141,0.1224120309057873,0.18152472786577115,0.06355605211629474,0.0607811020731425,0.2873068170148721,9gjbe
0.17368548989014804,0.15680064283215395,0.20316375341718415,0.07798844941135122,0.0518193624230631,0.3360962571841138,ar5vx
0.08266825158774349,0.0867529506767242,0.10085376281243344,0.03610338989321187,0.0207494330184016,0.1526698716792139,chb6q
0.1885151901651142,0.18256427003959044,0.2071488978363175,0.08630706410931643,0.0439810486439613,0.3673603680403042,czgyu
0.15852643172675063,0.15181151789462527,0.18944637070805553,0.04867937347483606,0.0593448736879695,0.2375994813914188,eunhf
0.191036057292811,0.1811087391951376,0.2154465268298903,0.09221772741049845,0.0275283095924716,0.3530593283455946,faow1
0.12874627632219787,0.1010910635039419,0.14587515937384535,0.07110314533239301,0.0385109041503435,0.2608596031205143,fax28
0.10594540322895818,0.11508659077671245,0.13231579179556852,0.062545317435435,0.0172995513191286,0.2213441975637042,fpt0a
0.07304756335802723,0.07932354847532494,0.07581455527403645,0.02767575543816923,0.0276489049660396,0.1289888518719682,h647a
0.12972972752570322,0.12585828106961755,0.1408167923874547,0.04483033763673805,0.072367949562392,0.2320087889144582,hvjjw
0.29827114896451595,0.2855758592589702,0.3157217166851791,0.1332418138491505,0.0344184233204007,0.5649699671884462,hxal4
0.23122843046053923,0.20917885375095308,0.25699195990583923,0.10618872336880751,0.0955068320937834,0.5030480511203577,j49v1
0.255028078956748,0.2672415208066553,0.2851874411538804,0.11874299993035345,0.0701333469136359,0.5163562193176561,jeu26
0.40424319648888773,0.38038905791670574,0.3957007490431246,0.05242714136587863,0.3460778510174525,0.533254464109194,jmzs9
0.05835442228500667,0.05871548008166205,0.06870126151436079,0.01869688984767631,0.0245590193559706,0.0911703262199761,jv7jg
0.22877108051070363,0.2026723853225697,0.2284789373732285,0.07235074138309697,0.122749026559306,0.3746672733557967,k02z1
0.12622481990709966,0.13066200841992254,0.1375275805834416,0.04769920522312103,0.062637017152027,0.2023551852458121,kuoa6
0.07462114807402115,0.06496935395079985,0.08802820582640135,0.04586930179046825,0.0226335782316247,0.1913584468172263,kwqcc
0.27854319512656855,0.2805643992955664,0.29741971653048804,0.0972927855065463,0.117266297174652,0.4413079741785538,mbx6w
0.1433005646306964,0.11623468437062205,0.18427891180797723,0.0906368107828737,0.0526757959761006,0.4212750735141262,mh0hn
0.12968041601096927,0.11783784064137424,0.14057866432879104,0.0568250397213998,0.0581249238519876,0.2597282260439138,mrx1q
0.44615119317326096,0.4017721725567146,0.45453246217861276,0.13324679544588974,0.2513796636053297,0.6787309055072461,ms8r4
0.13681455407209073,0.0998647235840205,0.18034909877906505,0.10089615994480033,0.0276899846887454,0.3220247283358441,n0htt
0.09405449996946937,0.08149495251549241,0.12652926906242273,0.042876264600648015,0.0352811015042284,0.1828316601925492,njzz4
0.20982432102302678,0.2139176721336449,0.2163601186924836,0.07318399275581185,0.0954369865714366,0.4086827435860718,nq3sp
0.19364292671639338,0.18207047760027165,0.21467769094794736,0.09109406763612415,0.0365026565521595,0.3856343751314096,nqfzn
0.1953184758094916,0.20304462731768555,0.2288608531541995,0.10087963361158275,0.0286500601380716,0.3881191085711198,nyp52
0.2004033090396911,0.19300962868258126,0.2016789864762064,0.05534744388553413,0.1243421727507438,0.304855263335732,oveao
0.18751957955051138,0.2084632897643351,0.18824246777555692,0.07594323623843059,0.0613993652701076,0.3070062956431422,pshnw
0.17344920749929393,0.16563522020904475,0.17919817057092924,0.06750009549235346,0.0415531494974363,0.2854415887606287,pu7uh
0.20044231591765893,0.18728449936052471,0.23521495701893147,0.06946619720743236,0.0743555416180718,0.3350134009566086,q22fa
0.23159882533524032,0.22125884549670505,0.24818728988811278,0.07536304871412397,0.1310384911082179,0.4095444876167389,qrbxe
0.16672843073449414,0.1750880014752486,0.19001759868476525,0.0807321324299577,0.0425045010904464,0.3444673788711758,quzfn
0.1797777203027355,0.14680974535412655,0.20463909748540426,0.093955309781184,0.053406926138456,0.3717473480930854,r1g8p
0.11907541393765723,0.12728488532408894,0.1273560016276345,0.04749994936836964,0.0494297760218535,0.1873311203647748,r4ron
0.12118926402931489,0.10147008477236874,0.1580833129131547,0.0667901578980662,0.017853481737257,0.2488391601198305,re1sg
0.15507570983613456,0.14195391989102654,0.16045107662782684,0.058715088797425756,0.0673517511490517,0.2986518437260345,rq280
0.13879184959969312,0.1345543410556469,0.15416541474060516,0.05486012798034728,0.0428055924021382,0.2338141761878356,rsw55
0.07292401494039126,0.0645647580005561,0.08245795893049901,0.0387053640785957,0.019927746508772,0.1499731135264405,s4tsr
0.11992370472816541,0.1133590702897177,0.1280716916281931,0.03865871285870083,0.0455156516908057,0.1794557889297512,sdx2b
0.25124661665634224,0.22735987451509654,0.27418988936298544,0.11085125423975492,0.0842074637406602,0.4730002684962212,tg4o2
0.10224575848898368,0.0986012334677425,0.12095357429237165,0.037268016739790855,0.0221552398672004,0.1789387561073036,u0pc9
0.21209710699564757,0.17361131089090184,0.24058451227833874,0.10808753282392444,0.0536376319270852,0.4334506418535598,wtr4q
0.11313129383462169,0.1255015417749099,0.12319081224488834,0.02839712901258038,0.0451242332926581,0.1435250699092349,xj6bc
0.08630538828572283,0.0798683429370291,0.09224574677128075,0.03386741489073743,0.0396976761477217,0.1531471084576502,z19vf
0.1977584499993176,0.20259923590446022,0.21996270362869946,0.08596145752576025,0.0393709911790924,0.3612710109657742,zouzq
0.22012703639373182,0.21585751656400654,0.22545681860054195,0.07389711841555063,0.0900554125850877,0.3581624536734473,zv0ou
