avg_rmse,med_rmse,med_rmse_fit,sd_rmse,min_rmse,max_rmse,subj
0.2599543513538956,0.26195624080298474,0.2320687093576849,0.13090798154370215,0.0837912117504516,0.6137154365865234,0xmq6
0.09199528830341512,0.08050536057034005,0.0861004004659489,0.04392989650471882,0.044206065172524,0.2379359784621456,19bq6
0.11912244920061564,0.1024357690257082,0.1186561430675291,0.05172180067568479,0.0258123328006141,0.2490248367312351,1z0ca
0.2536901231864634,0.23440729122808823,0.22975695170347676,0.13356432574461172,0.0838327863384376,0.6615917533506913,37o95
0.23047811956781802,0.2150802682325244,0.2158251775629094,0.09380390093844602,0.0761577266975997,0.4443655156436807,3l6s4
0.06170191060917303,0.0486635122714189,0.0549017814707408,0.03310241867092705,0.0329123330817025,0.163060908248419,46vpz
0.3115319900902876,0.28610012610751967,0.26181866655268726,0.14077228897026892,0.105205739410901,0.7962948657437401,520tj
0.16242012408761336,0.15858552263774855,0.168239603644602,0.10210835873492828,0.0217128315236196,0.4689590662266078,6r8qk
0.03451218995419687,0.03326234397615895,0.03609966106768005,0.018599601630146415,0.0041533498476325,0.0750395266491108,6yaxg
0.23916958736296243,0.19046064513287758,0.2091132489067702,0.13600087051623702,0.1072827796741549,0.6427954286765438,7df33
0.14300276460163408,0.12083835857656125,0.16130425711115193,0.0801333369030202,0.0265257586482389,0.3354092737434713,89w87
0.19851044849316296,0.1715665476050549,0.1943355737390593,0.11514636981258859,0.061542251809195,0.4734435503201157,8kyd7
0.1233224151439109,0.09726877304680726,0.14506257041492276,0.09405689907130016,0.0142544070245787,0.4354439568311696,9gjbe
0.1797576293438218,0.1496825483416944,0.16734970843815436,0.08359672467972772,0.0837096699536742,0.3753904162430653,ar5vx
0.08998250468192517,0.0610197962230095,0.08180809731248004,0.0770621981414486,0.0236052610638255,0.3375427496083275,chb6q
0.19873231501318447,0.1904767147312223,0.1841807425276478,0.07806852630674764,0.0871358878203298,0.3408227786911296,czgyu
0.1890014178499441,0.16900058356530862,0.16963042003728357,0.08624187911746452,0.0921633687529449,0.475700324864664,eunhf
0.20338324798317833,0.19910949389451696,0.18122554518653544,0.10227287279002872,0.060385664259033,0.4957164615280858,faow1
0.10513396336979136,0.10010072507042855,0.098928226526414,0.050425928215510306,0.0361825100238565,0.1962824587678349,fax28
0.10720085387029227,0.10054384982380435,0.10670955662859105,0.05769720995696091,0.0215907399977838,0.2058269833053415,fpt0a
0.060246353112776964,0.06017953656025955,0.05787749544765175,0.025474275042038023,0.0187784448257743,0.1073360924486381,h647a
0.11761888778302892,0.10578655075804375,0.11837007621655629,0.04495827797530533,0.0462128967983343,0.2055245909878677,hvjjw
0.1904007873629324,0.17612242651958682,0.1863081038755986,0.09454371070842095,0.0109425172443874,0.359063851461212,hxal4
0.1984221481387956,0.16779182970419,0.20449296604852046,0.1107707354164956,0.0666572335372379,0.4227467492355797,j49v1
0.24328790126565167,0.2592264904316903,0.2226960708854141,0.10847117581135997,0.0452896428170196,0.5373754831499313,jeu26
0.24481095598900154,0.235434770977541,0.2490691517142247,0.1206598384531579,0.0813266965738432,0.4636193160531003,jmzs9
0.06266098489250392,0.05227249393973845,0.057507797214410544,0.03472063339431065,0.0233369325599648,0.1633106799047878,jv7jg
0.19984406107354863,0.186382597920499,0.1741011386408104,0.05618568915670053,0.0964496850026461,0.3328518513337166,k02z1
0.14260698028951654,0.1494669319372555,0.11974548794239145,0.05652466900926208,0.0498057173703788,0.2509696271778469,kuoa6
0.07160232021500039,0.062458191774360156,0.0614373003838076,0.060690539223008814,0.0058497559053111,0.2824094463662078,kwqcc
0.21376422969969225,0.17447145798347774,0.20235018739435023,0.14608010806306557,0.0684393687514895,0.7141461823774715,mbx6w
0.16262168901035273,0.14249470473635725,0.14315738242844894,0.08710809620495447,0.0850061545825269,0.4573840867627505,mh0hn
0.127612677848915,0.10088557805192325,0.11010136341427085,0.06061907958479848,0.0601194065258444,0.2741530187362494,mrx1q
0.3208364939397638,0.3557246374896077,0.34775703634433774,0.18044841738119122,0.0773208087816256,0.6503796654306959,ms8r4
0.11102277743642143,0.09743336809972485,0.12292548701212765,0.07138278985031835,0.0214329395562085,0.252237105476375,n0htt
0.10564246471515121,0.07302688502012694,0.08013273163487461,0.14497846922034105,0.0362733415649651,0.6606648895328462,njzz4
0.18914335354839465,0.16347657222737078,0.1678604547612637,0.11160148194491888,0.046104111960879,0.5112891689176983,nq3sp
0.20761289148815282,0.17697392672928985,0.17903896586382345,0.11330007947112744,0.0362656735719048,0.5073959389834373,nqfzn
0.21207789889828066,0.2195734448909452,0.21787697124414473,0.12325446556142662,0.0458157353410611,0.4839296121496719,nyp52
0.1915187970840596,0.1720241601332277,0.1768383958125507,0.07392738124054625,0.1072692705654142,0.3835166388386493,oveao
0.19894060093613464,0.21561719679255825,0.1808562280481139,0.07800891211109806,0.0760730633236814,0.374244130601771,pshnw
0.17339524111801108,0.1475250842455481,0.16315764334725485,0.0869020344573151,0.0531537087693224,0.386683278709072,pu7uh
0.18182238882019158,0.17953604914379784,0.18535453052409964,0.07776728069703835,0.0622116350401164,0.323711579191043,q22fa
0.2461277699104632,0.2299731831558351,0.23177389427365144,0.08128899629844835,0.1162645519038674,0.402184169642,qrbxe
0.16902454341430273,0.169422000111962,0.17075611372591165,0.06880027791658594,0.0438503302287605,0.3315913584106192,quzfn
0.21765233296585768,0.15053063159282482,0.17413402053844895,0.2058780015240953,0.0435290609935653,0.9609593972557045,r1g8p
0.26210583364635504,0.13170138200243153,0.1239073259296255,0.5533804988596478,0.0476022610080935,2.0,r4ron
0.11265543429854527,0.0941835453403506,0.1282775018333555,0.06913387324198132,0.0069342954943893,0.307622449874484,re1sg
0.12641632049303073,0.12556151477327454,0.11273340526681715,0.05669786313038949,0.0248449928380496,0.2826681759490002,rq280
0.14218556303983973,0.1174715845039079,0.13890890163236547,0.05759114529737335,0.0611519212358158,0.2348447046305149,rsw55
0.08673305503852911,0.07978116814553535,0.0736909104168791,0.045095740012259834,0.0196789790027836,0.17695467173039,s4tsr
0.12255318904586421,0.1108802055570224,0.10769724642899886,0.05621352243063769,0.0275183004277149,0.2938273441101292,sdx2b
0.2350409830725104,0.19899146564023784,0.21724324899075553,0.09017139515466868,0.1310739085659991,0.3941040621476699,tg4o2
0.09356075797486291,0.0915349376355507,0.09173151544480765,0.04490452893903131,0.0186272543343818,0.1958579591401269,u0pc9
0.27092057590634594,0.20740860018640478,0.17122735486673424,0.27824375542487906,0.0205256103339227,1.2536965425316944,wtr4q
0.11573040547335343,0.11486418365952285,0.10798159187005679,0.028591450420144313,0.0592689132737085,0.1616337315080673,xj6bc
0.09586312451064767,0.0879507154998645,0.0874428348756704,0.045535481311824916,0.0373592981905552,0.2189209806769659,z19vf
0.22229561401345638,0.2020506020675236,0.1774155986607151,0.13092882709273265,0.0259493744632249,0.6706213632224597,zouzq
0.22198307470488812,0.2183055751798718,0.19768340404161006,0.06163178977641512,0.1265869908632856,0.3522555187256329,zv0ou
